Age,Overall,Potential,Value,Wage,International Reputation,Weak Foot,Skill Moves,Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause,DefensiveAwareness,cluster,Player Name
21,79,86,33.0,42.0,2.0,2.0,2.0,190.0,88.0,35.0,29.0,74.0,73.0,28.0,60.0,37.0,26.0,66.0,69.0,81.0,93.0,64.0,78.0,55.0,46.0,80.0,67.0,83.0,27.0,74.0,83.0,32.0,51.0,38.0,80.0,73.73469387755102,78.0,76.0,14.0,7.0,12.0,12.0,11.0,62.7,83.0,1,M. Lacroix
25,73,76,3.6,700.0,1.0,3.0,2.0,189.0,78.0,48.0,42.0,80.0,65.0,35.0,49.0,52.0,53.0,64.0,58.0,59.0,63.0,53.0,70.0,59.0,45.0,88.0,72.0,78.0,35.0,75.0,73.0,56.0,55.0,35.0,64.0,73.73469387755102,74.0,71.0,15.0,10.0,12.0,11.0,14.0,8.2,73.0,1,R. Lauritsen
27,71,74,2.1,5.0,1.0,3.0,2.0,183.0,80.0,52.0,35.0,68.0,59.0,36.0,59.0,59.0,37.0,56.0,57.0,81.0,77.0,73.0,68.0,68.0,45.0,82.0,81.0,79.0,36.0,74.0,74.0,39.0,42.0,39.0,63.0,73.73469387755102,70.0,68.0,8.0,15.0,9.0,10.0,15.0,3.3,70.0,1,J. Murillo
27,72,75,2.7,27.0,1.0,3.0,2.0,188.0,76.0,50.0,40.0,71.0,66.0,44.0,55.0,37.0,37.0,60.0,59.0,66.0,68.0,61.0,59.0,65.0,54.0,82.0,71.0,74.0,53.0,80.0,72.0,49.0,49.0,48.0,63.0,73.73469387755102,74.0,73.0,11.0,6.0,14.0,7.0,15.0,5.3,71.0,1,D. Lenihan
32,71,71,1.2,12.0,1.0,3.0,2.0,185.0,80.0,38.0,49.0,69.0,62.0,42.0,51.0,48.0,64.0,60.0,58.0,54.0,60.0,63.0,68.0,56.0,63.0,76.0,68.0,83.0,54.0,75.0,73.0,39.0,57.0,63.0,59.0,73.73469387755102,69.0,65.0,5.0,6.0,9.0,7.0,11.0,2.5,76.0,1,Gonzalo Verdú
28,75,77,5.5,26.0,1.0,3.0,2.0,185.0,75.0,32.0,43.0,76.0,71.0,50.0,55.0,36.0,29.0,69.0,68.0,62.0,65.0,60.0,75.0,66.0,62.0,77.0,71.0,80.0,41.0,78.0,76.0,38.0,44.0,42.0,64.0,73.73469387755102,76.0,75.0,15.0,10.0,9.0,8.0,6.0,10.9,75.0,1,J. Egan
22,70,80,3.3,15.0,1.0,3.0,3.0,191.0,76.0,64.0,34.0,66.0,64.0,35.0,67.0,44.0,42.0,56.0,69.0,72.0,75.0,63.0,67.0,62.0,50.0,65.0,70.0,78.0,41.0,73.0,66.0,60.0,55.0,45.0,67.0,73.73469387755102,70.0,69.0,7.0,8.0,8.0,11.0,12.0,6.9,71.0,1,L. Kelly
30,67,67,825.0,1.0,1.0,3.0,2.0,184.0,78.0,55.0,39.0,68.0,62.0,38.0,55.0,58.0,40.0,54.0,60.0,75.0,68.0,70.0,65.0,76.0,63.0,76.0,82.0,70.0,39.0,71.0,65.0,41.0,58.0,47.0,63.0,73.73469387755102,71.0,66.0,11.0,6.0,9.0,8.0,9.0,1.3,64.0,1,21 G. Gigliotti
24,70,77,3.0,14.0,1.0,3.0,2.0,192.0,75.0,52.0,35.0,72.0,68.0,46.0,61.0,32.0,49.0,60.0,66.0,55.0,69.0,54.0,66.0,61.0,52.0,80.0,84.0,75.0,41.0,70.0,68.0,52.0,71.0,45.0,72.0,73.73469387755102,69.0,66.0,7.0,14.0,7.0,8.0,11.0,122.88882636655948,73.0,1,Jorge Sáenz
37,81,81,4.6,30.0,3.0,3.0,2.0,191.0,84.0,47.0,42.0,85.0,74.0,36.0,61.0,51.0,32.0,69.0,68.0,32.0,32.0,43.0,83.0,51.0,60.0,74.0,57.0,84.0,43.0,83.0,82.0,48.0,63.0,43.0,79.0,73.73469387755102,83.0,78.0,7.0,11.0,16.0,10.0,6.0,8.7,84.0,1,José Fonte
29,72,72,2.0,9.0,1.0,3.0,2.0,183.0,75.0,50.0,35.0,72.0,74.0,39.0,56.0,35.0,32.0,68.0,64.0,52.0,73.0,58.0,72.0,59.0,63.0,71.0,82.0,72.0,49.0,62.0,76.0,55.0,49.0,45.0,61.0,73.73469387755102,74.0,69.0,8.0,13.0,11.0,14.0,14.0,2.6,72.0,1,S. Taniguchi
36,72,72,425.0,8.0,1.0,2.0,2.0,186.0,85.0,47.0,49.0,72.0,60.0,55.0,49.0,53.0,50.0,59.0,53.0,47.0,33.0,57.0,69.0,48.0,62.0,90.0,69.0,88.0,55.0,79.0,71.0,39.0,53.0,46.0,70.0,73.73469387755102,73.0,72.0,16.0,6.0,16.0,15.0,16.0,595.0,70.0,1,Paulo Vinícius
23,73,79,4.4,10.0,1.0,3.0,2.0,180.0,77.0,36.0,28.0,70.0,74.0,30.0,64.0,36.0,40.0,67.0,66.0,66.0,72.0,68.0,71.0,62.0,47.0,74.0,73.0,76.0,27.0,79.0,75.0,46.0,59.0,53.0,74.0,73.73469387755102,73.0,74.0,10.0,12.0,12.0,12.0,13.0,7.5,72.0,1,A. Frías
29,73,73,2.5,12.0,2.0,3.0,2.0,190.0,88.0,40.0,38.0,78.0,63.0,34.0,59.0,43.0,66.0,65.0,56.0,52.0,65.0,50.0,67.0,33.0,84.0,58.0,53.0,90.0,65.0,80.0,70.0,46.0,58.0,39.0,70.0,73.73469387755102,73.0,72.0,11.0,16.0,16.0,12.0,13.0,5.0,71.0,1,J. Bruma
31,77,77,7.0,56.0,2.0,2.0,2.0,188.0,77.0,65.0,49.0,82.0,66.0,29.0,48.0,45.0,24.0,62.0,67.0,48.0,53.0,56.0,76.0,50.0,57.0,82.0,72.0,78.0,30.0,76.0,80.0,56.0,51.0,66.0,69.0,73.73469387755102,78.0,77.0,7.0,8.0,7.0,7.0,5.0,13.3,79.0,1,C. Dawson
30,77,77,6.5,15.0,2.0,3.0,2.0,185.0,80.0,67.0,30.0,80.0,67.0,44.0,45.0,47.0,31.0,61.0,63.0,43.0,62.0,58.0,72.0,60.0,59.0,89.0,71.0,80.0,44.0,82.0,77.0,30.0,56.0,37.0,71.0,75.0,75.0,76.0,10.0,14.0,7.0,14.0,10.0,14.0,69.04920514761544,1,19 N. Pejčinović
25,73,76,3.6,57.0,1.0,3.0,2.0,185.0,74.0,61.0,36.0,72.0,71.0,43.0,60.0,44.0,40.0,68.0,66.0,68.0,69.0,65.0,70.0,62.0,42.0,80.0,65.0,79.0,39.0,65.0,72.0,37.0,37.0,48.0,71.0,73.73469387755102,74.0,72.0,6.0,15.0,10.0,15.0,6.0,122.88882636655948,79.0,1,B. Davies
21,79,85,25.5,27.0,2.0,3.0,2.0,193.0,81.0,43.0,24.0,81.0,72.0,27.0,59.0,47.0,28.0,70.0,64.0,57.0,63.0,59.0,75.0,41.0,65.0,78.0,82.0,88.0,37.0,79.0,77.0,38.0,57.0,37.0,74.0,73.73469387755102,82.0,78.0,12.0,9.0,8.0,6.0,14.0,53.6,79.0,1,S. Botman
26,67,69,1.1,3.0,1.0,3.0,2.0,183.0,75.0,43.0,51.0,68.0,61.0,40.0,55.0,52.0,63.0,60.0,57.0,65.0,61.0,57.0,60.0,65.0,53.0,91.0,67.0,77.0,43.0,68.0,64.0,54.0,43.0,70.0,60.0,73.73469387755102,66.0,65.0,10.0,11.0,7.0,14.0,9.0,2.0,66.0,1,C. Halkett
31,71,71,1.3,7.0,1.0,4.0,2.0,186.0,77.0,30.0,44.0,77.0,62.0,39.0,49.0,45.0,39.0,55.0,59.0,73.0,76.0,67.0,67.0,61.0,55.0,88.0,71.0,85.0,45.0,71.0,67.0,50.0,59.0,46.0,67.0,73.73469387755102,71.0,69.0,6.0,9.0,14.0,11.0,10.0,1.7,66.0,1,Hong Jeong Ho
27,78,81,16.0,28.0,1.0,3.0,2.0,185.0,72.0,61.0,35.0,82.0,78.0,37.0,60.0,33.0,38.0,72.0,76.0,53.0,53.0,39.0,75.0,58.0,47.0,78.0,72.0,76.0,25.0,77.0,78.0,51.0,52.0,44.0,67.0,73.73469387755102,79.0,81.0,11.0,16.0,7.0,7.0,8.0,34.8,76.0,1,David García
34,68,68,400.0,4.0,1.0,2.0,2.0,185.0,76.0,45.0,41.0,70.0,62.0,52.0,44.0,52.0,53.0,64.0,48.0,62.0,61.0,52.0,64.0,55.0,68.0,72.0,65.0,80.0,62.0,78.0,69.0,52.0,55.0,56.0,73.0,73.73469387755102,67.0,65.0,10.0,8.0,15.0,9.0,13.0,540.0,66.0,1,D. Grigore
31,68,68,825.0,3.0,1.0,3.0,2.0,182.0,73.0,63.0,49.0,64.0,65.0,40.0,61.0,49.0,56.0,66.0,63.0,47.0,51.0,58.0,66.0,63.0,57.0,75.0,54.0,72.0,53.0,85.0,67.0,48.0,54.0,55.0,68.0,73.73469387755102,67.0,69.0,10.0,7.0,12.0,11.0,10.0,1.4,68.0,1,S. Hutchinson
34,80,80,7.0,19.0,3.0,3.0,2.0,189.0,94.0,45.0,47.0,77.0,62.0,44.0,61.0,34.0,27.0,61.0,62.0,65.0,62.0,59.0,77.0,53.0,66.0,80.0,69.0,88.0,24.0,85.0,80.0,38.0,47.0,41.0,82.0,73.73469387755102,81.0,79.0,7.0,4.0,8.0,7.0,11.0,14.0,84.0,1,M. Benatia
30,64,64,475.0,3.0,1.0,3.0,2.0,188.0,72.0,59.0,43.0,64.0,58.0,38.0,55.0,51.0,56.0,59.0,58.0,58.0,61.0,71.0,59.0,74.0,65.0,90.0,75.0,77.0,50.0,58.0,62.0,46.0,42.0,58.0,59.0,73.73469387755102,62.0,61.0,16.0,9.0,11.0,12.0,14.0,831.0,63.0,1,M. Demetriou
33,80,80,10.0,70.0,2.0,3.0,2.0,191.0,86.0,51.0,25.0,82.0,70.0,30.0,61.0,51.0,36.0,69.0,63.0,50.0,61.0,52.0,77.0,51.0,68.0,81.0,64.0,81.0,46.0,78.0,82.0,44.0,55.0,39.0,75.0,73.73469387755102,83.0,80.0,5.0,3.0,5.0,4.0,4.0,19.0,82.0,1,A. Ogbonna
25,77,81,13.0,14.0,1.0,3.0,2.0,187.0,79.0,44.0,37.0,80.0,71.0,39.0,52.0,44.0,42.0,64.0,61.0,65.0,66.0,53.0,75.0,58.0,57.0,73.0,80.0,74.0,37.0,78.0,78.0,34.0,42.0,52.0,67.0,73.73469387755102,80.0,75.0,7.0,7.0,14.0,6.0,6.0,27.0,82.0,1,21 Bruno Viana
27,70,70,1.5,8.0,1.0,3.0,3.0,186.0,76.0,40.0,36.0,75.0,66.0,20.0,64.0,30.0,28.0,63.0,64.0,51.0,65.0,43.0,66.0,64.0,75.0,90.0,87.0,86.0,54.0,82.0,76.0,36.0,54.0,66.0,64.0,73.73469387755102,65.0,61.0,14.0,13.0,8.0,14.0,8.0,2.3,69.0,1,S. Memišević
31,72,72,1.6,18.0,1.0,3.0,2.0,187.0,86.0,56.0,42.0,69.0,64.0,33.0,59.0,52.0,57.0,67.0,65.0,52.0,65.0,60.0,64.0,56.0,65.0,73.0,67.0,81.0,51.0,72.0,71.0,43.0,47.0,36.0,69.0,73.73469387755102,75.0,72.0,8.0,7.0,14.0,11.0,9.0,2.9,70.0,1,R. Czichos
25,67,69,1.1,13.0,1.0,3.0,2.0,187.0,85.0,50.0,51.0,64.0,67.0,30.0,68.0,32.0,70.0,71.0,70.0,57.0,62.0,67.0,64.0,54.0,69.0,82.0,57.0,77.0,57.0,70.0,63.0,43.0,51.0,41.0,68.0,73.73469387755102,68.0,65.0,10.0,6.0,7.0,15.0,13.0,122.88882636655948,62.0,1,M. Lemos
35,82,82,8.0,30.0,3.0,3.0,2.0,190.0,82.0,38.0,27.0,77.0,74.0,31.0,59.0,53.0,45.0,72.0,71.0,48.0,34.0,49.0,82.0,53.0,65.0,76.0,51.0,80.0,53.0,81.0,86.0,30.0,64.0,37.0,75.0,73.73469387755102,87.0,85.0,8.0,6.0,5.0,9.0,8.0,16.8,89.0,1,Raúl Albiol
28,72,73,2.2,23.0,1.0,3.0,2.0,184.0,86.0,54.0,38.0,74.0,66.0,24.0,61.0,25.0,18.0,60.0,64.0,70.0,72.0,67.0,70.0,67.0,66.0,84.0,75.0,79.0,57.0,70.0,72.0,46.0,48.0,53.0,72.0,73.73469387755102,71.0,73.0,8.0,8.0,9.0,7.0,7.0,4.3,70.0,1,T. Kalas
31,74,74,2.9,35.0,1.0,2.0,2.0,182.0,74.0,49.0,37.0,80.0,67.0,34.0,56.0,41.0,35.0,65.0,55.0,50.0,67.0,66.0,70.0,61.0,53.0,80.0,67.0,80.0,47.0,65.0,71.0,45.0,56.0,49.0,62.0,73.73469387755102,77.0,75.0,12.0,12.0,7.0,15.0,13.0,4.9,75.0,1,H. Mier
26,70,75,2.1,6.0,1.0,3.0,2.0,181.0,73.0,65.0,42.0,77.0,68.0,31.0,59.0,30.0,59.0,65.0,58.0,68.0,70.0,66.0,63.0,63.0,46.0,74.0,59.0,67.0,44.0,69.0,75.0,45.0,50.0,50.0,66.0,73.73469387755102,72.0,71.0,10.0,15.0,10.0,14.0,6.0,3.5,69.0,1,David Costas
30,84,84,34.5,74.0,2.0,3.0,2.0,187.0,80.0,35.0,34.0,84.0,73.0,27.0,47.0,34.0,28.0,72.0,67.0,60.0,67.0,59.0,83.0,45.0,43.0,86.0,53.0,83.0,31.0,86.0,87.0,29.0,55.0,37.0,80.0,73.73469387755102,86.0,83.0,14.0,13.0,14.0,13.0,12.0,70.7,90.0,1,S. Savić
21,70,82,3.7,11.0,1.0,4.0,2.0,180.0,68.0,63.0,26.0,67.0,71.0,33.0,67.0,53.0,27.0,64.0,70.0,74.0,79.0,69.0,67.0,72.0,53.0,73.0,68.0,72.0,30.0,66.0,69.0,45.0,49.0,48.0,66.0,73.73469387755102,70.0,71.0,8.0,14.0,5.0,7.0,9.0,122.88882636655948,69.0,1,A. Pelmard
24,68,75,2.2,3.0,1.0,2.0,2.0,186.0,81.0,38.0,32.0,65.0,67.0,29.0,68.0,63.0,71.0,65.0,70.0,46.0,51.0,61.0,65.0,63.0,78.0,75.0,68.0,81.0,62.0,72.0,67.0,27.0,53.0,42.0,70.0,73.73469387755102,68.0,65.0,11.0,12.0,10.0,13.0,5.0,3.6,65.0,1,I. Drešević
25,80,84,26.5,52.0,2.0,3.0,2.0,190.0,77.0,34.0,48.0,82.0,67.0,40.0,51.0,38.0,34.0,42.0,75.0,59.0,65.0,34.0,80.0,57.0,51.0,87.0,86.0,83.0,34.0,85.0,82.0,32.0,51.0,47.0,72.0,73.73469387755102,81.0,77.0,13.0,12.0,8.0,6.0,8.0,47.0,78.0,1,G. Mancini
24,78,85,26.0,44.0,1.0,4.0,3.0,187.0,80.0,53.0,22.0,74.0,72.0,32.0,69.0,31.0,35.0,66.0,71.0,70.0,75.0,65.0,78.0,46.0,44.0,80.0,58.0,74.0,26.0,81.0,82.0,28.0,58.0,44.0,58.0,73.73469387755102,79.0,79.0,14.0,8.0,13.0,10.0,9.0,49.4,81.0,1,Luiz Felipe
33,70,70,750.0,6.0,1.0,3.0,2.0,189.0,86.0,61.0,43.0,67.0,62.0,52.0,60.0,47.0,34.0,62.0,61.0,62.0,52.0,56.0,65.0,61.0,69.0,80.0,72.0,82.0,39.0,81.0,71.0,58.0,42.0,34.0,66.0,73.73469387755102,70.0,65.0,7.0,8.0,12.0,16.0,11.0,1.1,65.0,1,A. Jędrzejczyk
34,71,71,600.0,11.0,1.0,2.0,2.0,192.0,84.0,69.0,52.0,77.0,68.0,28.0,50.0,63.0,77.0,69.0,60.0,33.0,34.0,30.0,61.0,30.0,84.0,34.0,67.0,86.0,72.0,75.0,71.0,54.0,51.0,59.0,68.0,73.73469387755102,74.0,65.0,10.0,7.0,16.0,9.0,15.0,1.2,77.0,1,21 Diego Ângelo
32,67,67,500.0,3.0,1.0,2.0,2.0,187.0,83.0,65.0,42.0,68.0,61.0,48.0,58.0,67.0,65.0,52.0,55.0,54.0,54.0,64.0,64.0,60.0,62.0,57.0,76.0,78.0,50.0,70.0,65.0,49.0,40.0,61.0,61.0,73.73469387755102,66.0,63.0,6.0,14.0,9.0,8.0,7.0,725.0,69.0,1,20 S. Schuppan
32,75,75,3.6,11.0,1.0,3.0,2.0,186.0,71.0,44.0,56.0,73.0,74.0,53.0,56.0,30.0,36.0,68.0,67.0,44.0,50.0,53.0,76.0,33.0,62.0,82.0,71.0,82.0,36.0,68.0,76.0,57.0,60.0,38.0,72.0,73.73469387755102,77.0,74.0,8.0,8.0,15.0,7.0,14.0,5.8,78.0,1,Kiko Olivas
29,69,69,1.2,15.0,1.0,2.0,2.0,190.0,81.0,63.0,35.0,72.0,63.0,27.0,55.0,65.0,71.0,64.0,64.0,63.0,68.0,67.0,68.0,56.0,38.0,81.0,76.0,75.0,35.0,69.0,70.0,41.0,42.0,38.0,59.0,73.73469387755102,69.0,66.0,15.0,13.0,13.0,7.0,10.0,2.3,67.0,1,A. Hughes
31,67,67,700.0,1.0,1.0,3.0,2.0,184.0,76.0,63.0,32.0,64.0,65.0,34.0,58.0,50.0,42.0,66.0,61.0,68.0,69.0,67.0,64.0,65.0,54.0,81.0,65.0,74.0,38.0,67.0,68.0,49.0,49.0,47.0,68.0,73.73469387755102,70.0,63.0,14.0,14.0,16.0,13.0,10.0,1.0,66.0,1,S. Salger
23,71,79,4.0,12.0,1.0,2.0,2.0,182.0,71.0,64.0,28.0,50.0,68.0,46.0,66.0,53.0,31.0,52.0,70.0,85.0,77.0,79.0,63.0,75.0,47.0,66.0,79.0,70.0,38.0,41.0,68.0,59.0,57.0,38.0,64.0,73.73469387755102,71.0,68.0,11.0,6.0,13.0,12.0,6.0,8.0,69.0,1,R. Gumny
21,72,72,2.4,12.0,1.0,3.0,2.0,180.0,77.0,54.0,44.0,76.0,65.0,51.0,51.0,44.0,52.0,66.0,59.0,61.0,62.0,65.0,70.0,65.0,44.0,82.0,53.0,71.0,51.0,77.0,69.0,34.0,42.0,53.0,64.0,73.73469387755102,76.0,72.0,12.0,8.0,9.0,8.0,12.0,4.6,68.0,1,Vanderleiton
26,73,78,4.0,20.0,1.0,3.0,2.0,182.0,74.0,52.0,47.0,69.0,73.0,47.0,56.0,42.0,42.0,70.0,70.0,60.0,54.0,55.0,67.0,61.0,36.0,72.0,60.0,74.0,39.0,69.0,74.0,49.0,52.0,44.0,62.0,73.73469387755102,76.0,75.0,13.0,13.0,15.0,16.0,7.0,8.7,77.0,1,Róber
23,71,82,3.9,8.0,1.0,4.0,2.0,183.0,80.0,36.0,23.0,67.0,69.0,36.0,41.0,40.0,54.0,59.0,68.0,74.0,81.0,70.0,67.0,67.0,76.0,85.0,73.0,80.0,64.0,69.0,68.0,33.0,43.0,35.0,60.0,73.73469387755102,72.0,73.0,6.0,8.0,5.0,7.0,6.0,6.6,70.0,1,E. Cömert
29,77,77,9.0,23.0,2.0,3.0,2.0,180.0,77.0,36.0,30.0,74.0,70.0,31.0,62.0,35.0,28.0,65.0,68.0,79.0,78.0,61.0,72.0,76.0,49.0,75.0,59.0,80.0,41.0,75.0,79.0,31.0,28.0,50.0,67.0,73.73469387755102,79.0,77.0,13.0,8.0,11.0,12.0,12.0,14.9,80.0,1,21 Bastos
30,66,66,725.0,3.0,1.0,2.0,2.0,180.0,72.0,65.0,30.0,58.0,62.0,40.0,62.0,64.0,70.0,61.0,61.0,70.0,69.0,65.0,60.0,59.0,64.0,51.0,80.0,66.0,61.0,52.0,60.0,59.0,59.0,49.0,58.0,73.73469387755102,62.0,62.0,10.0,8.0,10.0,6.0,6.0,1.3,62.0,1,D. Andrew
30,71,71,1.5,800.0,1.0,3.0,2.0,181.0,69.0,35.0,36.0,70.0,73.0,31.0,58.0,44.0,34.0,66.0,63.0,64.0,68.0,66.0,68.0,65.0,59.0,84.0,73.0,80.0,37.0,69.0,72.0,52.0,58.0,30.0,70.0,73.73469387755102,70.0,68.0,13.0,7.0,11.0,12.0,15.0,3.2,70.0,1,Guitián
25,64,69,775.0,2.0,1.0,3.0,2.0,192.0,74.0,51.0,45.0,62.0,63.0,41.0,61.0,40.0,42.0,61.0,64.0,64.0,63.0,63.0,61.0,65.0,62.0,67.0,75.0,79.0,54.0,65.0,62.0,60.0,61.0,44.0,58.0,73.73469387755102,63.0,62.0,12.0,12.0,10.0,14.0,12.0,1.4,60.0,1,C. Shaughnessy
23,76,83,14.0,36.0,2.0,3.0,2.0,195.0,90.0,66.0,38.0,70.0,68.0,35.0,60.0,34.0,22.0,66.0,68.0,68.0,65.0,50.0,74.0,40.0,60.0,73.0,76.0,85.0,54.0,80.0,76.0,22.0,55.0,34.0,70.0,73.73469387755102,78.0,77.0,8.0,7.0,13.0,7.0,14.0,26.6,77.0,1,N. Milenković
29,69,69,1.2,4.0,1.0,3.0,2.0,187.0,85.0,43.0,34.0,68.0,65.0,34.0,33.0,36.0,42.0,71.0,51.0,54.0,75.0,59.0,65.0,60.0,84.0,81.0,63.0,78.0,71.0,74.0,69.0,42.0,49.0,54.0,61.0,73.73469387755102,69.0,71.0,9.0,7.0,15.0,14.0,15.0,1.7,65.0,1,B. Behrendt
24,67,75,2.1,2.0,1.0,3.0,2.0,187.0,83.0,55.0,41.0,63.0,66.0,49.0,58.0,47.0,44.0,57.0,58.0,58.0,65.0,64.0,68.0,60.0,58.0,70.0,77.0,78.0,44.0,72.0,68.0,50.0,51.0,49.0,55.0,73.73469387755102,67.0,63.0,10.0,12.0,7.0,9.0,14.0,3.6,65.0,1,A. Walkes
29,69,69,1.2,5.0,1.0,3.0,2.0,191.0,73.0,61.0,40.0,70.0,63.0,49.0,59.0,33.0,31.0,63.0,65.0,43.0,61.0,60.0,65.0,64.0,60.0,68.0,73.0,75.0,53.0,69.0,74.0,52.0,59.0,42.0,72.0,73.73469387755102,66.0,65.0,13.0,12.0,13.0,12.0,14.0,1.7,70.0,1,M. te Wierik
21,65,78,1.7,2.0,1.0,4.0,2.0,179.0,75.0,49.0,45.0,66.0,64.0,50.0,60.0,52.0,46.0,63.0,64.0,62.0,69.0,62.0,66.0,67.0,60.0,60.0,53.0,58.0,47.0,57.0,67.0,58.0,57.0,72.0,54.0,73.73469387755102,68.0,65.0,8.0,9.0,11.0,12.0,5.0,3.9,65.0,1,I. Reyes
24,68,73,1.7,3.0,1.0,3.0,2.0,185.0,81.0,63.0,41.0,58.0,66.0,42.0,68.0,48.0,23.0,59.0,64.0,80.0,82.0,73.0,64.0,64.0,46.0,81.0,70.0,72.0,39.0,63.0,69.0,55.0,53.0,33.0,63.0,73.73469387755102,63.0,61.0,13.0,10.0,7.0,11.0,13.0,2.7,63.0,1,T. Blackmon
31,68,68,825.0,3.0,1.0,4.0,2.0,188.0,83.0,63.0,52.0,68.0,63.0,48.0,47.0,41.0,42.0,54.0,55.0,56.0,60.0,55.0,63.0,59.0,66.0,72.0,70.0,83.0,55.0,60.0,67.0,49.0,55.0,57.0,63.0,73.73469387755102,68.0,66.0,8.0,7.0,16.0,9.0,14.0,1.1,69.0,1,M. Frydrych
21,75,75,6.0,11.0,1.0,3.0,2.0,188.0,84.0,56.0,30.0,73.0,66.0,49.0,58.0,62.0,49.0,76.0,62.0,46.0,59.0,54.0,67.0,40.0,60.0,54.0,62.0,83.0,42.0,84.0,75.0,40.0,36.0,42.0,70.0,73.73469387755102,77.0,73.0,12.0,12.0,12.0,13.0,11.0,11.4,82.0,1,Rafael Cachoira
27,67,70,1.2,11.0,1.0,2.0,2.0,185.0,73.0,54.0,50.0,64.0,62.0,56.0,52.0,38.0,52.0,64.0,59.0,46.0,48.0,61.0,65.0,56.0,72.0,73.0,73.0,84.0,66.0,70.0,65.0,48.0,40.0,50.0,47.0,73.73469387755102,67.0,65.0,12.0,11.0,7.0,8.0,11.0,2.1,67.0,1,Z. Al Sahafi
34,75,75,1.8,17.0,1.0,3.0,2.0,181.0,74.0,41.0,45.0,77.0,65.0,31.0,57.0,31.0,35.0,51.0,63.0,67.0,65.0,59.0,73.0,61.0,65.0,90.0,55.0,79.0,27.0,82.0,75.0,49.0,35.0,55.0,65.0,73.73469387755102,76.0,74.0,11.0,8.0,10.0,15.0,13.0,2.7,76.0,1,L. Sigali
28,72,74,2.4,5.0,1.0,3.0,2.0,192.0,77.0,65.0,27.0,62.0,70.0,42.0,60.0,49.0,47.0,65.0,65.0,60.0,69.0,48.0,68.0,65.0,64.0,73.0,67.0,89.0,43.0,75.0,68.0,40.0,34.0,38.0,68.0,73.73469387755102,72.0,68.0,13.0,6.0,13.0,5.0,12.0,5.2,73.0,1,M. Villanueva
27,69,70,1.4,5.0,1.0,4.0,2.0,190.0,78.0,40.0,44.0,72.0,65.0,34.0,54.0,62.0,67.0,67.0,58.0,45.0,44.0,54.0,61.0,45.0,74.0,72.0,74.0,80.0,58.0,68.0,65.0,48.0,59.0,44.0,64.0,73.73469387755102,69.0,66.0,11.0,8.0,6.0,14.0,14.0,2.2,73.0,1,R. Pröpper
28,74,76,4.2,8.0,1.0,3.0,2.0,191.0,89.0,39.0,52.0,78.0,69.0,49.0,48.0,33.0,38.0,66.0,64.0,44.0,58.0,42.0,71.0,51.0,57.0,82.0,78.0,87.0,40.0,83.0,72.0,48.0,44.0,56.0,70.0,73.73469387755102,72.0,68.0,13.0,14.0,8.0,10.0,9.0,6.6,72.0,1,W. Zimmerman
24,74,80,6.0,64.0,1.0,3.0,2.0,186.0,75.0,30.0,20.0,72.0,68.0,24.0,63.0,30.0,40.0,65.0,65.0,74.0,79.0,71.0,67.0,69.0,64.0,84.0,85.0,75.0,24.0,67.0,78.0,38.0,48.0,38.0,64.0,73.73469387755102,79.0,73.0,13.0,6.0,9.0,10.0,12.0,122.88882636655948,74.0,1,K. Itakura
26,74,77,4.9,16.0,1.0,3.0,2.0,181.0,74.0,45.0,35.0,76.0,66.0,42.0,48.0,38.0,35.0,63.0,65.0,55.0,59.0,57.0,70.0,70.0,49.0,80.0,68.0,80.0,32.0,71.0,73.0,48.0,38.0,69.0,64.0,73.73469387755102,76.0,72.0,10.0,14.0,10.0,11.0,13.0,10.2,76.0,1,B. Chardonnet
21,73,73,3.1,9.0,1.0,3.0,2.0,185.0,81.0,49.0,43.0,73.0,53.0,44.0,44.0,43.0,45.0,71.0,63.0,69.0,77.0,64.0,73.0,43.0,57.0,52.0,41.0,84.0,51.0,71.0,69.0,37.0,47.0,75.0,70.0,73.73469387755102,76.0,74.0,11.0,8.0,10.0,10.0,9.0,5.9,78.0,1,Osvaldão Murilo
33,75,75,2.7,15.0,2.0,3.0,2.0,182.0,73.0,45.0,32.0,70.0,70.0,35.0,61.0,38.0,36.0,68.0,69.0,49.0,44.0,60.0,77.0,66.0,47.0,86.0,73.0,71.0,35.0,74.0,79.0,32.0,61.0,50.0,72.0,73.73469387755102,77.0,76.0,13.0,9.0,12.0,13.0,7.0,4.1,79.0,1,F. Lustenberger
25,78,80,15.5,29.0,1.0,3.0,2.0,192.0,81.0,43.0,39.0,79.0,67.0,35.0,43.0,39.0,26.0,68.0,61.0,54.0,73.0,54.0,76.0,52.0,58.0,74.0,67.0,81.0,35.0,74.0,78.0,32.0,59.0,38.0,68.0,73.73469387755102,85.0,79.0,10.0,13.0,13.0,15.0,14.0,29.1,79.0,1,M. Friedrich
